"id";"img_url";"confed_name";"confed_3"
1;"https://res.cloudinary.com/dsytdfyvb/image/upload/v1700528568/images/AFC/ASIA/voyiiycx1dlxse8h50co.png";"Asian Football Confederation";"AFC"
